Frequency_Band,Center_Frequency_Hz,Power_Watts,Power_dBW
108-109 kHz,108500,1520525738.73,91.82
109-110 kHz,109500,1520704028.23,91.82
110-111 kHz,110500,1520882118.54,91.82
111-112 kHz,111500,1521060009.64,91.82
112-113 kHz,112500,1521237701.54,91.82
113-114 kHz,113500,1521415194.25,91.82
114-115 kHz,114500,1521592487.75,91.82
115-116 kHz,115500,1521769582.05,91.82
116-117 kHz,116500,1521946477.15,91.82
117-118 kHz,117500,1522123173.05,91.82
118-119 kHz,118500,1522299669.74,91.83
119-120 kHz,119500,1522475967.24,91.83
120-121 kHz,120500,1522652065.54,91.83
121-122 kHz,121500,1522827964.63,91.83
122-123 kHz,122500,1523003664.53,91.83
123-124 kHz,123500,1523179165.22,91.83
124-125 kHz,124500,1523354466.72,91.83
125-126 kHz,125500,1523529569.01,91.83
126-127 kHz,126500,1523704472.10,91.83
127-128 kHz,127500,1523879175.99,91.83
128-129 kHz,128500,1524053680.68,91.83
129-130 kHz,129500,1524227986.17,91.83
130-131 kHz,130500,1524402092.46,91.83
131-132 kHz,131500,1524575999.55,91.83
132-133 kHz,132500,1524749707.43,91.83
133-134 kHz,133500,1524923216.12,91.83
134-135 kHz,134500,1525096525.60,91.83
135-136 kHz,135500,1525269635.89,91.83
136-137 kHz,136500,1525442546.97,91.83
137-138 kHz,137500,1525615258.85,91.83
138-139 kHz,138500,1525787771.54,91.83
139-140 kHz,139500,1525960085.02,91.84
140-141 kHz,140500,1526132199.30,91.84
141-142 kHz,141500,1526304114.38,91.84
142-143 kHz,142500,1526475830.26,91.84
143-144 kHz,143500,1526647346.94,91.84
144-145 kHz,144500,1526818664.41,91.84
145-146 kHz,145500,1526989782.69,91.84
146-147 kHz,146500,1527160701.76,91.84
147-148 kHz,147500,1527331421.64,91.84
148-149 kHz,148500,1527501942.31,91.84
149-150 kHz,149500,1527672263.79,91.84
150-151 kHz,150500,1527842386.06,91.84
151-152 kHz,151500,1528012309.13,91.84
152-153 kHz,152500,1528182033.00,91.84
153-154 kHz,153500,1528351557.67,91.84
154-155 kHz,154500,1528520883.14,91.84
155-156 kHz,155500,1528690009.41,91.84
156-157 kHz,156500,1528858936.48,91.84
157-158 kHz,157500,1529027664.34,91.84
158-159 kHz,158500,1529196193.01,91.84
159-160 kHz,159500,1529364522.48,91.85
160-161 kHz,160500,1529532652.74,91.85
161-162 kHz,161500,1529700583.80,91.85
162-163 kHz,162500,1529868315.67,91.85
163-164 kHz,163500,1530035848.33,91.85
164-165 kHz,164500,1530203181.79,91.85
165-166 kHz,165500,1530370316.05,91.85
166-167 kHz,166500,1530537251.11,91.85
167-168 kHz,167500,1530703986.97,91.85
168-169 kHz,168500,1530870523.63,91.85
169-170 kHz,169500,1531036861.09,91.85
170-171 kHz,170500,1531202999.34,91.85
171-172 kHz,171500,1531368938.40,91.85
172-173 kHz,172500,1531534678.25,91.85
173-174 kHz,173500,1531700218.91,91.85
174-175 kHz,174500,1531865560.36,91.85
175-176 kHz,175500,1532030702.61,91.85
176-177 kHz,176500,1532195645.66,91.85
177-178 kHz,177500,1532360389.52,91.85
178-179 kHz,178500,1532524934.17,91.85
179-180 kHz,179500,1532689279.62,91.85
180-181 kHz,180500,1532853425.86,91.86
181-182 kHz,181500,1533017372.91,91.86
182-183 kHz,182500,1533181120.76,91.86
183-184 kHz,183500,1533344669.40,91.86
184-185 kHz,184500,1533508018.85,91.86
185-186 kHz,185500,1533671169.09,91.86
186-187 kHz,186500,1533834120.14,91.86
187-188 kHz,187500,1533996871.98,91.86
188-189 kHz,188500,1534159424.62,91.86
189-190 kHz,189500,1534321778.07,91.86
190-191 kHz,190500,1534483932.31,91.86
191-192 kHz,191500,1534645887.35,91.86
192-193 kHz,192500,1534807643.18,91.86
193-194 kHz,193500,1534969199.82,91.86
194-195 kHz,194500,1535130557.26,91.86
195-196 kHz,195500,1535291715.50,91.86
196-197 kHz,196500,1535452674.53,91.86
197-198 kHz,197500,1535613434.37,91.86
198-199 kHz,198500,1535773995.00,91.86
199-200 kHz,199500,1535934356.44,91.86
200-201 kHz,200500,1536094518.67,91.86
201-202 kHz,201500,1536254481.70,91.86
202-203 kHz,202500,1536414245.53,91.87
203-204 kHz,203500,1536573810.16,91.87
204-205 kHz,204500,1536733175.59,91.87
205-206 kHz,205500,1536892341.82,91.87
206-207 kHz,206500,1537051308.85,91.87
207-208 kHz,207500,1537210076.67,91.87
208-209 kHz,208500,1537368645.30,91.87
209-210 kHz,209500,1537527014.73,91.87
210-211 kHz,210500,1537685184.95,91.87
211-212 kHz,211500,1537843155.97,91.87
212-213 kHz,212500,1538000927.80,91.87
213-214 kHz,213500,1538158500.42,91.87
214-215 kHz,214500,1538315873.84,91.87
215-216 kHz,215500,1538473048.06,91.87
216-217 kHz,216500,1538630023.08,91.87
217-218 kHz,217500,1538786798.90,91.87
218-219 kHz,218500,1538943375.52,91.87
219-220 kHz,219500,1539099752.94,91.87
220-221 kHz,220500,1539255931.15,91.87
221-222 kHz,221500,1539411910.17,91.87
222-223 kHz,222500,1539567689.98,91.87
223-224 kHz,223500,1539723270.60,91.87
224-225 kHz,224500,1539878652.01,91.87
225-226 kHz,225500,1540033834.23,91.88
226-227 kHz,226500,1540188817.24,91.88
227-228 kHz,227500,1540343601.05,91.88
228-229 kHz,228500,1540498185.66,91.88
229-230 kHz,229500,1540652571.07,91.88
230-231 kHz,230500,1540806757.28,91.88
231-232 kHz,231500,1540960744.28,91.88
232-233 kHz,232500,1541114532.09,91.88
233-234 kHz,233500,1541268120.70,91.88
234-235 kHz,234500,1541421510.10,91.88
235-236 kHz,235500,1541574700.31,91.88
236-237 kHz,236500,1541727691.31,91.88
237-238 kHz,237500,1541880483.12,91.88
238-239 kHz,238500,1542033075.72,91.88
239-240 kHz,239500,1542185469.12,91.88
240-241 kHz,240500,1542337663.32,91.88
241-242 kHz,241500,1542489658.32,91.88
242-243 kHz,242500,1542641454.12,91.88
243-244 kHz,243500,1542793050.72,91.88
244-245 kHz,244500,1542944448.12,91.88
245-246 kHz,245500,1543095646.31,91.88
246-247 kHz,246500,1543246645.31,91.88
247-248 kHz,247500,1543397445.10,91.88
248-249 kHz,248500,1543548045.70,91.89
249-250 kHz,249500,1543698447.09,91.89
250-251 kHz,250500,1543848649.28,91.89
251-252 kHz,251500,1543998652.28,91.89
252-253 kHz,252500,1544148456.07,91.89
253-254 kHz,253500,1544298060.66,91.89
254-255 kHz,254500,1544447466.05,91.89
255-256 kHz,255500,1544596672.24,91.89
256-257 kHz,256500,1544745679.22,91.89
257-258 kHz,257500,1544894487.01,91.89
258-259 kHz,258500,1545043095.60,91.89
259-260 kHz,259500,1545191504.98,91.89
260-261 kHz,260500,1545339715.17,91.89
261-262 kHz,261500,1545487726.15,91.89
262-263 kHz,262500,1545635537.94,91.89
263-264 kHz,263500,1545783150.52,91.89
264-265 kHz,264500,1545930563.90,91.89
265-266 kHz,265500,1546077778.08,91.89
266-267 kHz,266500,1546224793.06,91.89
267-268 kHz,267500,1546371608.84,91.89
268-269 kHz,268500,1546518225.42,91.89
269-270 kHz,269500,1546664642.80,91.89
270-271 kHz,270500,1546810860.97,91.89
271-272 kHz,271500,1546956879.95,91.89
272-273 kHz,272500,1547102699.72,91.90
273-274 kHz,273500,1547248320.30,91.90
274-275 kHz,274500,1547393741.67,91.90
275-276 kHz,275500,1547538963.85,91.90
276-277 kHz,276500,1547683986.82,91.90
277-278 kHz,277500,1547828810.59,91.90
278-279 kHz,278500,1547973435.16,91.90
279-280 kHz,279500,1548117860.53,91.90
280-281 kHz,280500,1548262086.70,91.90
281-282 kHz,281500,1548406113.67,91.90
282-283 kHz,282500,1548549941.43,91.90
283-284 kHz,283500,1548693570.00,91.90
284-285 kHz,284500,1548836999.37,91.90
285-286 kHz,285500,1548980229.53,91.90
286-287 kHz,286500,1549123260.49,91.90
287-288 kHz,287500,1549266092.26,91.90
288-289 kHz,288500,1549408724.82,91.90
289-290 kHz,289500,1549551158.18,91.90
290-291 kHz,290500,1549693392.34,91.90
291-292 kHz,291500,1549835427.30,91.90
292-293 kHz,292500,1549977263.06,91.90
293-294 kHz,293500,1550118899.62,91.90
294-295 kHz,294500,1550260336.98,91.90
295-296 kHz,295500,1550401575.14,91.90
296-297 kHz,296500,1550542614.09,91.90
297-298 kHz,297500,1550683453.85,91.91
298-299 kHz,298500,1550824094.40,91.91
299-300 kHz,299500,1550964535.76,91.91
300-301 kHz,300500,1551104777.91,91.91
301-302 kHz,301500,1551244820.86,91.91
302-303 kHz,302500,1551384664.61,91.91
303-304 kHz,303500,1551524309.16,91.91
304-305 kHz,304500,1551663754.51,91.91
305-306 kHz,305500,1551803000.66,91.91
306-307 kHz,306500,1551942047.61,91.91
307-308 kHz,307500,1552080895.36,91.91
308-309 kHz,308500,1552219543.90,91.91
309-310 kHz,309500,1552357993.25,91.91
310-311 kHz,310500,1552496243.39,91.91
311-312 kHz,311500,1552634294.34,91.91
312-313 kHz,312500,1552772146.08,91.91
313-314 kHz,313500,1552909798.63,91.91
314-315 kHz,314500,1553047251.97,91.91
315-316 kHz,315500,1553184506.11,91.91
316-317 kHz,316500,1553321561.05,91.91
317-318 kHz,317500,1553458416.79,91.91
318-319 kHz,318500,1553595073.33,91.91
319-320 kHz,319500,1553731530.66,91.91
320-321 kHz,320500,1553867788.80,91.91
321-322 kHz,321500,1554003847.74,91.91
322-323 kHz,322500,1554139707.47,91.91
323-324 kHz,323500,1554275368.01,91.92
324-325 kHz,324500,1554410829.34,91.92
325-326 kHz,325500,1554546091.47,91.92
326-327 kHz,326500,1554681154.41,91.92
327-328 kHz,327500,1554816018.14,91.92
328-329 kHz,328500,1554950682.67,91.92
329-330 kHz,329500,1555085148.00,91.92
330-331 kHz,330500,1555219414.13,91.92
331-332 kHz,331500,1555353481.06,91.92
332-333 kHz,332500,1555487348.78,91.92
333-334 kHz,333500,1555621017.31,91.92
334-335 kHz,334500,1555754486.64,91.92
335-336 kHz,335500,1555887756.76,91.92
336-337 kHz,336500,1556020827.69,91.92
337-338 kHz,337500,1556153699.41,91.92
338-339 kHz,338500,1556286371.93,91.92
339-340 kHz,339500,1556418845.25,91.92
340-341 kHz,340500,1556551119.37,91.92
341-342 kHz,341500,1556683194.29,91.92
342-343 kHz,342500,1556815070.01,91.92
343-344 kHz,343500,1556946746.53,91.92
344-345 kHz,344500,1557078223.85,91.92
345-346 kHz,345500,1557209501.97,91.92
346-347 kHz,346500,1557340580.88,91.92
347-348 kHz,347500,1557471460.60,91.92
348-349 kHz,348500,1557602141.11,91.92
349-350 kHz,349500,1557732622.43,91.92
350-351 kHz,350500,1557862904.54,91.93
351-352 kHz,351500,1557992987.45,91.93
352-353 kHz,352500,1558122871.17,91.93
353-354 kHz,353500,1558252555.68,91.93
354-355 kHz,354500,1558382040.99,91.93
355-356 kHz,355500,1558511327.10,91.93
356-357 kHz,356500,1558640414.00,91.93
357-358 kHz,357500,1558769301.71,91.93
358-359 kHz,358500,1558897990.22,91.93
359-360 kHz,359500,1559026479.52,91.93
360-361 kHz,360500,1559154769.63,91.93
361-362 kHz,361500,1559282860.53,91.93
362-363 kHz,362500,1559410752.24,91.93
363-364 kHz,363500,1559538444.74,91.93
364-365 kHz,364500,1559665938.04,91.93
365-366 kHz,365500,1559793232.14,91.93
366-367 kHz,366500,1559920327.04,91.93
367-368 kHz,367500,1560047222.74,91.93
368-369 kHz,368500,1560173919.24,91.93
369-370 kHz,369500,1560300416.54,91.93
370-371 kHz,370500,1560426714.64,91.93
371-372 kHz,371500,1560552813.53,91.93
372-373 kHz,372500,1560678713.23,91.93
373-374 kHz,373500,1560804413.72,91.93
374-375 kHz,374500,1560929915.02,91.93
375-376 kHz,375500,1561055217.11,91.93
376-377 kHz,376500,1561180320.00,91.93
377-378 kHz,377500,1561305223.69,91.93
378-379 kHz,378500,1561429928.19,91.94
379-380 kHz,379500,1561554433.48,91.94
380-381 kHz,380500,1561678739.56,91.94
381-382 kHz,381500,1561802846.45,91.94
382-383 kHz,382500,1561926754.14,91.94
383-384 kHz,383500,1562050462.63,91.94
384-385 kHz,384500,1562173971.91,91.94
385-386 kHz,385500,1562297282.00,91.94
386-387 kHz,386500,1562420392.88,91.94
387-388 kHz,387500,1562543304.57,91.94
388-389 kHz,388500,1562666017.05,91.94
389-390 kHz,389500,1562788530.33,91.94
390-391 kHz,390500,1562910844.41,91.94
391-392 kHz,391500,1563032959.29,91.94
392-393 kHz,392500,1563154874.97,91.94
393-394 kHz,393500,1563276591.45,91.94
394-395 kHz,394500,1563398108.73,91.94
395-396 kHz,395500,1563519426.81,91.94
396-397 kHz,396500,1563640545.68,91.94
397-398 kHz,397500,1563761465.36,91.94
398-399 kHz,398500,1563882185.83,91.94
399-400 kHz,399500,1564002707.11,91.94
400-401 kHz,400500,1564123029.18,91.94
401-402 kHz,401500,1564243152.05,91.94
402-403 kHz,402500,1564363075.73,91.94
403-404 kHz,403500,1564482800.20,91.94
404-405 kHz,404500,1564602325.47,91.94
405-406 kHz,405500,1564721651.54,91.94
406-407 kHz,406500,1564840778.40,91.94
407-408 kHz,407500,1564959706.07,91.95
408-409 kHz,408500,1565078434.54,91.95
409-410 kHz,409500,1565196963.81,91.95
410-411 kHz,410500,1565315293.87,91.95
411-412 kHz,411500,1565433424.74,91.95
412-413 kHz,412500,1565551356.40,91.95
413-414 kHz,413500,1565669088.86,91.95
414-415 kHz,414500,1565786622.12,91.95
415-416 kHz,415500,1565903956.19,91.95
416-417 kHz,416500,1566021091.05,91.95
417-418 kHz,417500,1566138026.71,91.95
418-419 kHz,418500,1566254763.16,91.95
419-420 kHz,419500,1566371300.42,91.95
420-421 kHz,420500,1566487638.48,91.95
421-422 kHz,421500,1566603777.34,91.95
422-423 kHz,422500,1566719716.99,91.95
423-424 kHz,423500,1566835457.45,91.95
424-425 kHz,424500,1566950998.70,91.95
425-426 kHz,425500,1567066340.76,91.95
426-427 kHz,426500,1567181483.61,91.95
427-428 kHz,427500,1567296427.26,91.95
428-429 kHz,428500,1567411171.71,91.95
429-430 kHz,429500,1567525716.96,91.95
430-431 kHz,430500,1567640063.01,91.95
431-432 kHz,431500,1567754209.86,91.95
432-433 kHz,432500,1567868157.51,91.95
433-434 kHz,433500,1567981905.95,91.95
434-435 kHz,434500,1568095455.20,91.95
435-436 kHz,435500,1568208805.24,91.95
436-437 kHz,436500,1568321956.09,91.95
437-438 kHz,437500,1568434907.73,91.95
438-439 kHz,438500,1568547660.18,91.95
439-440 kHz,439500,1568660213.42,91.96
440-441 kHz,440500,1568772567.46,91.96
441-442 kHz,441500,1568884722.30,91.96
442-443 kHz,442500,1568996677.94,91.96
443-444 kHz,443500,1569108434.38,91.96
444-445 kHz,444500,1569219991.62,91.96
445-446 kHz,445500,1569331349.66,91.96
446-447 kHz,446500,1569442508.49,91.96
447-448 kHz,447500,1569553468.13,91.96
448-449 kHz,448500,1569664228.56,91.96
449-450 kHz,449500,1569774789.80,91.96
450-451 kHz,450500,1569885151.83,91.96
451-452 kHz,451500,1569995314.66,91.96
452-453 kHz,452500,1570105278.29,91.96
453-454 kHz,453500,1570215042.73,91.96
454-455 kHz,454500,1570324607.96,91.96
455-456 kHz,455500,1570433973.99,91.96
456-457 kHz,456500,1570543140.81,91.96
457-458 kHz,457500,1570652108.44,91.96
458-459 kHz,458500,1570760876.87,91.96
459-460 kHz,459500,1570869446.10,91.96
460-461 kHz,460500,1570977816.12,91.96
461-462 kHz,461500,1571085986.95,91.96
462-463 kHz,462500,1571193958.57,91.96
463-464 kHz,463500,1571301730.99,91.96
464-465 kHz,464500,1571409304.21,91.96
465-466 kHz,465500,1571516678.24,91.96
466-467 kHz,466500,1571623853.06,91.96
467-468 kHz,467500,1571730828.68,91.96
468-469 kHz,468500,1571837605.10,91.96
469-470 kHz,469500,1571944182.31,91.96
470-471 kHz,470500,1572050560.33,91.96
471-472 kHz,471500,1572156739.15,91.96
472-473 kHz,472500,1572262718.76,91.97
473-474 kHz,473500,1572368499.18,91.97
474-475 kHz,474500,1572474080.39,91.97
475-476 kHz,475500,1572579462.41,91.97
476-477 kHz,476500,1572684645.22,91.97
477-478 kHz,477500,1572789628.83,91.97
478-479 kHz,478500,1572894413.24,91.97
479-480 kHz,479500,1572998998.45,91.97
480-481 kHz,480500,1573103384.46,91.97
481-482 kHz,481500,1573207571.27,91.97
482-483 kHz,482500,1573311558.88,91.97
483-484 kHz,483500,1573415347.29,91.97
484-485 kHz,484500,1573518936.49,91.97
485-486 kHz,485500,1573622326.50,91.97
486-487 kHz,486500,1573725517.30,91.97
487-488 kHz,487500,1573828508.91,91.97
488-489 kHz,488500,1573931301.31,91.97
489-490 kHz,489500,1574033894.51,91.97
490-491 kHz,490500,1574136288.51,91.97
491-492 kHz,491500,1574238483.32,91.97
492-493 kHz,492500,1574340478.92,91.97
493-494 kHz,493500,1574442275.31,91.97
494-495 kHz,494500,1574543872.51,91.97
495-496 kHz,495500,1574645270.51,91.97
496-497 kHz,496500,1574746469.31,91.97
497-498 kHz,497500,1574847468.90,91.97
498-499 kHz,498500,1574948269.30,91.97
499-500 kHz,499500,1575048870.49,91.97
500-501 kHz,500500,1575149272.49,91.97
501-502 kHz,501500,1575249475.28,91.97
502-503 kHz,502500,1575349478.87,91.97
503-504 kHz,503500,1575449283.26,91.97
504-505 kHz,504500,1575548888.45,91.97
505-506 kHz,505500,1575648294.44,91.97
506-507 kHz,506500,1575747501.23,91.97
507-508 kHz,507500,1575846508.82,91.98
508-509 kHz,508500,1575945317.21,91.98
509-510 kHz,509500,1576043926.39,91.98
510-511 kHz,510500,1576142336.38,91.98
511-512 kHz,511500,1576240547.16,91.98
512-513 kHz,512500,1576338558.75,91.98
513-514 kHz,513500,1576436371.13,91.98
514-515 kHz,514500,1576533984.31,91.98
515-516 kHz,515500,1576631398.30,91.98
516-517 kHz,516500,1576728613.08,91.98
517-518 kHz,517500,1576825628.66,91.98
518-519 kHz,518500,1576922445.04,91.98
519-520 kHz,519500,1577019062.21,91.98
520-521 kHz,520500,1577115480.19,91.98
521-522 kHz,521500,1577211698.97,91.98
522-523 kHz,522500,1577307718.54,91.98
523-524 kHz,523500,1577403538.92,91.98
524-525 kHz,524500,1577499160.09,91.98
525-526 kHz,525500,1577594582.07,91.98
526-527 kHz,526500,1577689804.84,91.98
527-528 kHz,527500,1577784828.41,91.98
528-529 kHz,528500,1577879652.78,91.98
529-530 kHz,529500,1577974277.95,91.98
530-531 kHz,530500,1578068703.92,91.98
531-532 kHz,531500,1578162930.69,91.98
532-533 kHz,532500,1578256958.26,91.98
533-534 kHz,533500,1578350786.63,91.98
534-535 kHz,534500,1578444415.80,91.98
535-536 kHz,535500,1578537845.76,91.98
536-537 kHz,536500,1578631076.53,91.98
537-538 kHz,537500,1578724108.09,91.98
538-539 kHz,538500,1578816940.45,91.98
539-540 kHz,539500,1578909573.62,91.98
540-541 kHz,540500,1579002007.58,91.98
541-542 kHz,541500,1579094242.34,91.98
542-543 kHz,542500,1579186277.90,91.98
543-544 kHz,543500,1579278114.26,91.98
544-545 kHz,544500,1579369751.42,91.98
545-546 kHz,545500,1579461189.37,91.99
546-547 kHz,546500,1579552428.13,91.99
547-548 kHz,547500,1579643467.69,91.99
548-549 kHz,548500,1579734308.04,91.99
549-550 kHz,549500,1579824949.20,91.99
550-551 kHz,550500,1579915391.15,91.99
551-552 kHz,551500,1580005633.90,91.99
552-553 kHz,552500,1580095677.46,91.99
553-554 kHz,553500,1580185521.81,91.99
554-555 kHz,554500,1580275166.96,91.99
555-556 kHz,555500,1580364612.91,91.99
556-557 kHz,556500,1580453859.66,91.99
557-558 kHz,557500,1580542907.21,91.99
558-559 kHz,558500,1580631755.55,91.99
559-560 kHz,559500,1580720404.70,91.99
560-561 kHz,560500,1580808854.65,91.99
561-562 kHz,561500,1580897105.39,91.99
562-563 kHz,562500,1580985156.93,91.99
563-564 kHz,563500,1581073009.28,91.99
564-565 kHz,564500,1581160662.42,91.99
565-566 kHz,565500,1581248116.36,91.99
566-567 kHz,566500,1581335371.10,91.99
567-568 kHz,567500,1581422426.64,91.99
568-569 kHz,568500,1581509282.98,91.99
569-570 kHz,569500,1581595940.12,91.99
570-571 kHz,570500,1581682398.06,91.99
571-572 kHz,571500,1581768656.80,91.99
572-573 kHz,572500,1581854716.33,91.99
573-574 kHz,573500,1581940576.67,91.99
574-575 kHz,574500,1582026237.80,91.99
575-576 kHz,575500,1582111699.74,91.99
576-577 kHz,576500,1582196962.47,91.99
577-578 kHz,577500,1582282026.00,91.99
578-579 kHz,578500,1582366890.33,91.99
579-580 kHz,579500,1582451555.46,91.99
580-581 kHz,580500,1582536021.39,91.99
581-582 kHz,581500,1582620288.12,91.99
582-583 kHz,582500,1582704355.65,91.99
583-584 kHz,583500,1582788223.98,91.99
584-585 kHz,584500,1582871893.11,91.99
585-586 kHz,585500,1582955363.03,91.99
586-587 kHz,586500,1583038633.76,91.99
587-588 kHz,587500,1583121705.28,92.00
588-589 kHz,588500,1583204577.60,92.00
589-590 kHz,589500,1583287250.73,92.00
590-591 kHz,590500,1583369724.65,92.00
591-592 kHz,591500,1583451999.37,92.00
592-593 kHz,592500,1583534074.89,92.00
593-594 kHz,593500,1583615951.21,92.00
594-595 kHz,594500,1583697628.33,92.00
595-596 kHz,595500,1583779106.25,92.00
596-597 kHz,596500,1583860384.96,92.00
597-598 kHz,597500,1583941464.48,92.00
598-599 kHz,598500,1584022344.80,92.00
599-600 kHz,599500,1584103025.91,92.00
600-601 kHz,600500,1584183507.82,92.00
601-602 kHz,601500,1584263790.54,92.00
602-603 kHz,602500,1584343874.05,92.00
603-604 kHz,603500,1584423758.36,92.00
604-605 kHz,604500,1584503443.47,92.00
605-606 kHz,605500,1584582929.38,92.00
606-607 kHz,606500,1584662216.09,92.00
607-608 kHz,607500,1584741303.60,92.00
608-609 kHz,608500,1584820191.91,92.00
609-610 kHz,609500,1584898881.01,92.00
610-611 kHz,610500,1584977370.92,92.00
611-612 kHz,611500,1585055661.62,92.00
612-613 kHz,612500,1585133753.13,92.00
613-614 kHz,613500,1585211645.43,92.00
614-615 kHz,614500,1585289338.54,92.00
615-616 kHz,615500,1585366832.44,92.00
616-617 kHz,616500,1585444127.14,92.00
617-618 kHz,617500,1585521222.64,92.00
618-619 kHz,618500,1585598118.94,92.00
619-620 kHz,619500,1585674816.04,92.00
620-621 kHz,620500,1585751313.93,92.00
621-622 kHz,621500,1585827612.63,92.00
622-623 kHz,622500,1585903712.13,92.00
623-624 kHz,623500,1585979612.42,92.00
624-625 kHz,624500,1586055313.52,92.00
625-626 kHz,625500,1586130815.41,92.00
626-627 kHz,626500,1586206118.11,92.00
627-628 kHz,627500,1586281221.60,92.00
628-629 kHz,628500,1586356125.89,92.00
629-630 kHz,629500,1586430830.98,92.00
630-631 kHz,630500,1586505336.87,92.00
631-632 kHz,631500,1586579643.56,92.00
632-633 kHz,632500,1586653751.05,92.00
633-634 kHz,633500,1586727659.34,92.01
634-635 kHz,634500,1586801368.42,92.01
635-636 kHz,635500,1586874878.31,92.01
636-637 kHz,636500,1586948188.99,92.01
637-638 kHz,637500,1587021300.48,92.01
638-639 kHz,638500,1587094212.76,92.01
639-640 kHz,639500,1587166925.85,92.01
640-641 kHz,640500,1587239439.73,92.01
641-642 kHz,641500,1587311754.41,92.01
642-643 kHz,642500,1587383869.89,92.01
643-644 kHz,643500,1587455786.17,92.01
644-645 kHz,644500,1587527503.25,92.01
645-646 kHz,645500,1587599021.13,92.01
646-647 kHz,646500,1587670339.80,92.01
647-648 kHz,647500,1587741459.28,92.01
648-649 kHz,648500,1587812379.56,92.01
649-650 kHz,649500,1587883100.63,92.01
650-651 kHz,650500,1587953622.50,92.01
651-652 kHz,651500,1588023945.18,92.01
652-653 kHz,652500,1588094068.65,92.01
653-654 kHz,653500,1588163992.92,92.01
654-655 kHz,654500,1588233717.99,92.01
655-656 kHz,655500,1588303243.86,92.01
656-657 kHz,656500,1588372570.53,92.01
657-658 kHz,657500,1588441698.00,92.01
658-659 kHz,658500,1588510626.27,92.01
659-660 kHz,659500,1588579355.34,92.01
660-661 kHz,660500,1588647885.20,92.01
661-662 kHz,661500,1588716215.87,92.01
662-663 kHz,662500,1588784347.33,92.01
663-664 kHz,663500,1588852279.59,92.01
664-665 kHz,664500,1588920012.66,92.01
665-666 kHz,665500,1588987546.52,92.01
666-667 kHz,666500,1589054881.18,92.01
667-668 kHz,667500,1589122016.64,92.01
668-669 kHz,668500,1589188952.90,92.01
669-670 kHz,669500,1589255689.96,92.01
670-671 kHz,670500,1589322227.82,92.01
671-672 kHz,671500,1589388566.48,92.01
672-673 kHz,672500,1589454705.93,92.01
673-674 kHz,673500,1589520646.19,92.01
674-675 kHz,674500,1589586387.24,92.01
675-676 kHz,675500,1589651929.10,92.01
676-677 kHz,676500,1589717271.75,92.01
677-678 kHz,677500,1589782415.20,92.01
678-679 kHz,678500,1589847359.46,92.01
679-680 kHz,679500,1589912104.51,92.01
680-681 kHz,680500,1589976650.36,92.01
681-682 kHz,681500,1590040997.01,92.01
682-683 kHz,682500,1590105144.45,92.01
683-684 kHz,683500,1590169092.70,92.01
684-685 kHz,684500,1590232841.75,92.01
685-686 kHz,685500,1590296391.60,92.01
686-687 kHz,686500,1590359742.24,92.01
687-688 kHz,687500,1590422893.69,92.02
688-689 kHz,688500,1590485845.93,92.02
689-690 kHz,689500,1590548598.97,92.02
690-691 kHz,690500,1590611152.81,92.02
691-692 kHz,691500,1590673507.46,92.02
692-693 kHz,692500,1590735662.90,92.02
693-694 kHz,693500,1590797619.14,92.02
694-695 kHz,694500,1590859376.18,92.02
695-696 kHz,695500,1590920934.01,92.02
696-697 kHz,696500,1590982292.65,92.02
697-698 kHz,697500,1591043452.09,92.02
698-699 kHz,698500,1591104412.32,92.02
699-700 kHz,699500,1591165173.36,92.02
700-701 kHz,700500,1591225735.19,92.02
701-702 kHz,701500,1591286097.83,92.02
702-703 kHz,702500,1591346261.26,92.02
703-704 kHz,703500,1591406225.49,92.02
704-705 kHz,704500,1591465990.52,92.02
705-706 kHz,705500,1591525556.35,92.02
706-707 kHz,706500,1591584922.98,92.02
707-708 kHz,707500,1591644090.41,92.02
708-709 kHz,708500,1591703058.64,92.02
709-710 kHz,709500,1591761827.66,92.02
710-711 kHz,710500,1591820397.49,92.02
711-712 kHz,711500,1591878768.12,92.02
712-713 kHz,712500,1591936939.54,92.02
713-714 kHz,713500,1591994911.77,92.02
714-715 kHz,714500,1592052684.79,92.02
715-716 kHz,715500,1592110258.61,92.02
716-717 kHz,716500,1592167633.23,92.02
717-718 kHz,717500,1592224808.65,92.02
718-719 kHz,718500,1592281784.87,92.02
719-720 kHz,719500,1592338561.89,92.02
720-721 kHz,720500,1592395139.71,92.02
721-722 kHz,721500,1592451518.33,92.02
722-723 kHz,722500,1592507697.74,92.02
723-724 kHz,723500,1592563677.96,92.02
724-725 kHz,724500,1592619458.98,92.02
725-726 kHz,725500,1592675040.79,92.02
726-727 kHz,726500,1592730423.40,92.02
727-728 kHz,727500,1592785606.82,92.02
728-729 kHz,728500,1592840591.03,92.02
729-730 kHz,729500,1592895376.04,92.02
730-731 kHz,730500,1592949961.85,92.02
731-732 kHz,731500,1593004348.46,92.02
732-733 kHz,732500,1593058535.87,92.02
733-734 kHz,733500,1593112524.08,92.02
734-735 kHz,734500,1593166313.08,92.02
735-736 kHz,735500,1593219902.89,92.02
736-737 kHz,736500,1593273293.49,92.02
737-738 kHz,737500,1593326484.90,92.02
738-739 kHz,738500,1593379477.10,92.02
739-740 kHz,739500,1593432270.11,92.02
740-741 kHz,740500,1593484863.91,92.02
741-742 kHz,741500,1593537258.51,92.02
